# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
111.169,1815.477,-21.812,0.025,21.814,0.168,-36.765,0.085,36.766,179.868,1.87,0.166,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.066,3.935e6,0,248.427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.161,3.128,812.525,333.195,0.5,0.894
111.669,1804.574,-21.8,0.023,21.8,0.065,-37.708,0.084,37.708,179.872,1.9,0.06,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.936e6,0,248.353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.01,3.199,813.629,333.238,0.5,0.895
112.169,1793.676,-21.788,0.024,21.789,0.101,-38.67,0.084,38.67,179.875,1.949,0.098,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.938e6,0,248.377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.124,3.27,814.732,333.281,0.5,0.895
112.669,1782.785,-21.776,0.023,21.777,0.05,-39.65,0.084,39.65,179.878,1.971,0.044,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.939e6,0,248.356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.052,3.341,815.835,333.324,0.5,0.895
113.169,1771.9,-21.765,0.024,21.765,0.067,-40.643,0.084,40.643,179.881,2.002,0.063,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.94e6,0,248.366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.116,3.412,816.938,333.367,0.5,0.895
113.669,1761.021,-21.753,0.024,21.753,0.046,-41.639,0.084,41.639,179.885,1.983,0.039,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.942e6,0,248.359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.922,3.483,818.039,333.409,0.5,0.896
114.169,1750.147,-21.741,0.024,21.741,0.055,-42.637,0.084,42.637,179.887,2.007,0.05,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.943e6,0,248.365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.099,3.553,819.141,333.452,0.5,0.896
114.669,1739.28,-21.729,0.024,21.729,0.065,-43.633,0.084,43.633,179.89,1.977,0.06,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.944e6,0,248.366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.88,3.624,820.241,333.495,0.5,0.896
115.169,1728.418,-21.717,0.024,21.718,0.102,-44.609,0.083,44.609,179.893,1.928,0.099,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.946e6,0,248.381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.763,3.695,821.341,333.538,0.5,0.896
115.669,1717.562,-21.705,0.023,21.706,0.077,-45.564,0.083,45.564,179.895,1.891,0.073,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.947e6,0,248.365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.772,3.765,822.44,333.581,0.5,0.897
116.169,1706.713,-21.694,0.023,21.694,0.078,-46.5,0.083,46.5,179.898,1.854,0.075,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.948e6,0,248.366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.732,3.836,823.539,333.623,0.5,0.897
116.669,1695.869,-21.682,0.025,21.683,0.171,-47.405,0.083,47.405,179.9,1.769,0.169,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.95e6,0,248.423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.486,3.906,824.637,333.666,0.5,0.897
117.169,1685.031,-21.67,0.023,21.67,0.051,-48.284,0.083,48.284,179.902,1.746,0.046,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.951e6,0,248.343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.673,3.977,825.735,333.709,0.5,0.897
117.669,1674.199,-21.657,0.026,21.661,0.241,-49.187,0.083,49.187,179.904,1.866,0.24,28.61,-80.601,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.953e6,0,248.498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.282,4.047,826.832,333.752,0.5,0.898
118.169,1663.373,-21.646,0.022,21.647,0.118,-50.135,0.083,50.135,179.906,1.924,0.116,28.61,-80.601,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.954e6,0,248.352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.128,4.118,827.928,333.794,0.5,0.898
118.669,1652.553,-21.634,0.025,21.638,0.239,-51.126,0.082,51.126,179.908,2.043,0.238,28.61,-80.601,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.955e6,0,248.475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.455,4.188,829.024,333.837,0.5,0.898
119.169,1641.739,-21.623,0.021,21.623,0.085,-52.158,0.082,52.158,179.91,2.084,0.082,28.61,-80.601,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.956e6,0,248.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.229,4.258,830.119,333.879,0.5,0.898
119.669,1630.93,-21.612,0.022,21.613,0.115,-53.186,0.082,53.186,179.912,2.027,0.113,28.61,-80.601,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.958e6,0,248.354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.842,4.329,831.214,333.922,0.5,0.899
120.169,1620.127,-21.6,0.023,21.602,0.145,-54.182,0.082,54.182,179.913,1.956,0.143,28.61,-80.601,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.959e6,0,248.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.719,4.399,832.308,333.965,0.5,0.899
120.669,1609.33,-21.589,0.022,21.59,0.078,-55.169,0.082,55.169,179.915,1.993,0.075,28.61,-80.601,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.96e6,0,248.343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.127,4.469,833.401,334.007,0.5,0.899
121.169,1598.538,-21.578,0.022,21.578,0.069,-56.157,0.082,56.158,179.917,1.961,0.065,28.61,-80.601,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.962e6,0,248.345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.856,4.539,834.494,334.05,0.5,0.9
121.669,1587.752,-21.566,0.023,21.567,0.129,-57.122,0.082,57.122,179.918,1.897,0.127,28.61,-80.601,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.963e6,0,248.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.687,4.61,835.586,334.092,0.5,0.9
122.169,1576.972,-21.555,0.023,21.556,0.143,-58.053,0.081,58.053,179.92,1.827,0.141,28.61,-80.601,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.964e6,0,248.385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.593,4.68,836.678,334.135,0.5,0.901
122.669,1566.197,-21.544,0.022,21.544,0.042,-58.962,0.081,58.962,179.921,1.809,0.036,28.61,-80.601,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.965e6,0,248.333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.753,4.75,837.769,334.177,0.5,0.901
123.169,1555.428,-21.532,0.024,21.534,0.162,-59.886,0.081,59.886,179.922,1.889,0.161,28.61,-80.601,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.967e6,0,248.407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.167,4.82,838.86,334.22,0.5,0.901
123.669,1544.665,-21.521,0.022,21.521,0.056,-60.824,0.081,60.824,179.924,1.863,0.052,28.61,-80.601,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.968e6,0,248.334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.781,4.89,839.95,334.262,0.5,0.902
124.169,1533.907,-21.51,0.022,21.51,0.068,-61.748,0.081,61.748,179.925,1.831,0.065,28.61,-80.601,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.969e6,0,248.345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.727,4.96,841.039,334.304,0.5,0.902
124.669,1523.154,-21.499,0.022,21.499,0.082,-62.673,0.081,62.673,179.926,1.87,0.079,28.61,-80.601,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.971e6,0,248.356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.01,5.03,842.128,334.347,0.5,0.902
125.169,1512.408,-21.488,0.023,21.489,0.131,-63.624,0.081,63.624,179.927,1.935,0.129,28.61,-80.601,9.787,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.972e6,0,248.383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.159,5.099,843.216,334.389,0.5,0.903
125.669,1501.667,-21.476,0.023,21.478,0.145,-64.609,0.08,64.61,179.929,2.007,0.144,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.973e6,0,248.387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.255,5.169,844.304,334.432,0.5,0.903
126.169,1490.931,-21.465,0.021,21.465,0.024,-65.611,0.08,65.611,179.93,2.001,0.01,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.974e6,0,248.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.99,5.239,845.391,334.474,0.5,0.903
126.669,1480.202,-21.454,0.023,21.455,0.147,-66.594,0.08,66.594,179.931,1.929,0.146,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.976e6,0,248.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.689,5.309,846.525,334.516,0.5,0.904
127.169,1469.478,-21.443,0.022,21.443,0.036,-67.562,0.08,67.562,179.932,1.942,0.028,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.977e6,0,248.352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.995,5.379,847.666,334.558,0.5,0.904
127.669,1458.759,-21.43,0.025,21.433,0.191,-68.557,0.08,68.557,179.933,2.037,0.19,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.979e6,0,248.458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.363,5.448,848.807,334.601,0.5,0.904
128.169,1448.047,-21.419,0.022,21.419,0.038,-69.571,0.08,69.571,179.934,2.022,0.031,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.98e6,0,248.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.976,5.518,849.947,334.643,0.5,0.905
128.669,1437.34,-21.408,0.023,21.408,0.029,-70.58,0.079,70.58,179.935,2.013,0.018,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.981e6,0,248.361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.989,5.588,851.086,334.685,0.5,0.905
129.169,1426.639,-21.396,0.023,21.396,0.044,-71.591,0.079,71.591,179.937,2.032,0.038,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.983e6,0,248.372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.102,5.657,852.225,334.727,0.5,0.905
129.669,1415.944,-21.385,0.023,21.385,0.029,-72.609,0.079,72.609,179.938,2.041,0.017,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.984e6,0,248.371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.075,5.727,853.363,334.769,0.5,0.906
130.169,1405.255,-21.373,0.023,21.373,0.024,-73.629,0.079,73.629,179.939,2.038,0.005,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.986e6,0,248.372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.035,5.796,854.501,334.811,0.5,0.906
130.669,1394.571,-21.362,0.023,21.362,0.025,-74.647,0.079,74.647,179.939,2.033,0.009,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.987e6,0,248.373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.024,5.866,855.638,334.854,0.5,0.906
131.169,1383.893,-21.35,0.023,21.35,0.064,-75.656,0.079,75.656,179.94,2.003,0.06,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.988e6,0,248.381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.908,5.935,856.775,334.896,0.5,0.906
131.669,1373.221,-21.338,0.023,21.339,0.093,-76.669,0.079,76.669,179.941,2.048,0.09,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.99e6,0,248.393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.205,6.005,857.91,334.938,0.5,0.907
132.169,1362.554,-21.327,0.023,21.327,0.088,-77.682,0.078,77.683,179.942,2.006,0.085,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.991e6,0,248.384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.869,6.074,859.046,334.98,0.5,0.907
132.669,1351.894,-21.315,0.024,21.316,0.145,-78.667,0.078,78.668,179.943,1.934,0.143,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.993e6,0,248.415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.701,6.143,860.18,335.022,0.5,0.907
133.169,1341.239,-21.304,0.022,21.304,0.026,-79.633,0.078,79.633,179.944,1.928,0.013,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.994e6,0,248.356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.912,6.213,861.314,335.064,0.5,0.907
133.669,1330.59,-21.293,0.023,21.293,0.061,-80.604,0.078,80.604,179.945,1.956,0.057,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.995e6,0,248.371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.057,6.282,862.448,335.106,0.5,0.908
134.169,1319.946,-21.282,0.023,21.282,0.056,-81.589,0.078,81.589,179.945,1.982,0.051,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.997e6,0,248.371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.074,6.351,863.58,335.148,0.5,0.908
134.669,1309.309,-21.269,0.025,21.273,0.238,-82.609,0.078,82.609,179.946,2.1,0.237,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.064,3.998e6,0,248.511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.501,6.42,864.713,335.19,0.5,0.908
135.169,1298.677,-21.258,0.021,21.259,0.089,-83.648,0.078,83.648,179.947,2.057,0.086,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.063,3.999e6,0,248.349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.919,6.489,865.844,335.232,0.5,0.908
135.669,1288.051,-21.247,0.023,21.248,0.153,-84.658,0.077,84.658,179.948,1.981,0.152,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.063,4.001e6,0,248.401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.734,6.559,866.975,335.273,0.5,0.909
136.169,1277.43,-21.235,0.023,21.238,0.193,-85.672,0.077,85.673,179.948,2.077,0.191,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.063,4.002e6,0,248.438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.401,6.628,868.105,335.315,0.5,0.909
136.669,1266.815,-21.225,0.021,21.225,0.071,-86.719,0.077,86.719,179.949,2.11,0.067,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.063,4.003e6,0,248.342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.228,6.697,869.235,335.357,0.5,0.909
137.169,1256.206,-21.214,0.022,21.214,0.083,-87.785,0.077,87.785,179.95,2.15,0.08,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.063,4.004e6,0,248.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.289,6.766,870.364,335.399,0.5,0.91
137.669,1245.602,-21.203,0.022,21.203,0.083,-88.85,0.077,88.85,179.951,2.11,0.08,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.063,4.006e6,0,248.364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.984,6.835,871.493,335.441,0.5,0.91
138.169,1235.003,-21.192,0.022,21.192,0.106,-89.892,0.077,89.892,179.951,2.058,0.104,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.063,4.007e6,0,248.378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.892,6.904,872.621,335.482,0.5,0.91
138.669,1224.41,-21.18,0.023,21.181,0.142,-90.904,0.076,90.904,179.952,1.988,0.14,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.063,4.009e6,0,248.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.761,6.972,873.748,335.524,0.5,0.911
139.169,1213.823,-21.17,0.021,21.17,0.027,-91.9,0.076,91.9,179.952,1.997,0.017,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.063,4.01e6,0,248.346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.031,7.041,874.875,335.566,0.5,0.911
139.669,1203.241,-21.159,0.022,21.159,0.056,-92.905,0.076,92.905,179.953,2.023,0.051,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.063,4.011e6,0,248.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.114,7.11,876.001,335.608,0.5,0.911
140.169,1192.664,-21.148,0.022,21.148,0.06,-93.923,0.076,93.923,179.954,2.051,0.056,28.61,-80.601,9.788,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.063,4.012e6,0,248.364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.15,7.179,877.127,335.649,0.5,0.912
140.669,1182.093,-21.136,0.023,21.138,0.13,-94.964,0.076,94.964,179.954,2.115,0.128,28.61,-80.601,9.789,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.063,4.014e6,0,248.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.333,7.248,878.252,335.691,0.5,0.912
