# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
22.963,3448.295,41.622,-9.93,41.898,9.93,121.776,0.095,121.776,0.045,4.8,0.045,32.32,106.765,9.781,0.336,2.313e-6,2.04,0.008,2.627e4,3404.8,12.406,0.06,184.562,145.771,2.965,0.127,4.723e6,0,4.005,0.451,0.452,0.324,0.045,0.083,0.045,0.131,2.142e-4,0,0,0,0,0.003,0.005,13.081,134.391,80.801,0.057,2.191,2.841,586.947,333.021,0.05,0.404
23.013,3450.364,41.125,-9.925,41.404,9.926,122.016,0.095,122.016,0.045,4.798,0.048,32.32,106.765,9.781,0.429,2.509e-6,2.082,0.006,2.627e4,3404.8,12.406,0.06,184.338,145.771,2.948,0.125,4.669e6,0,3.914,0.451,0.452,0.324,0.045,0.083,0.058,0.168,3.214e-4,0,0,0,0,0.003,0.005,13.081,134.391,80.698,0.058,2.255,2.822,586.798,333.009,0.05,0.405
23.063,3452.407,40.629,-9.922,40.911,9.922,122.256,0.096,122.256,0.045,4.795,0.046,32.32,106.765,9.781,0.407,2.478e-6,2.124,0.006,2.627e4,3404.8,12.406,0.06,184.389,145.771,2.952,0.124,4.613e6,0,3.821,0.451,0.452,0.324,0.045,0.083,0.055,0.159,-1.997e-4,0,0,0,0,0.003,0.005,13.081,134.391,80.593,0.058,2.233,2.803,586.651,332.997,0.05,0.405
23.113,3454.426,40.133,-9.919,40.418,9.919,122.496,0.096,122.496,0.045,4.793,0.043,32.32,106.765,9.781,0.342,2.484e-6,2.164,0.008,2.627e4,3404.8,12.406,0.06,184.543,145.771,2.964,0.122,4.557e6,0,3.728,0.451,0.452,0.324,0.045,0.083,0.046,0.133,-4.38e-4,0,0,0,0,0.003,0.005,13.081,134.391,80.486,0.059,2.179,2.784,586.506,332.986,0.05,0.406
23.163,3456.421,39.637,-9.916,39.926,9.917,122.735,0.096,122.735,0.045,4.791,0.036,32.32,106.765,9.781,0.198,2.32e-6,2.183,0.015,2.627e4,3404.8,12.406,0.06,184.889,145.771,2.99,0.121,4.499e6,0,3.634,0.451,0.451,0.324,0.045,0.083,0.026,0.076,-2.028e-4,0,0,0,0,0.003,0.005,13.081,134.391,80.377,0.059,2.07,2.765,586.363,332.975,0.05,0.407
23.213,3458.39,39.142,-9.912,39.433,9.912,122.975,0.097,122.975,0.045,4.789,0.042,32.32,106.765,9.781,0.359,2.533e-6,2.211,0.006,2.627e4,3404.8,12.406,0.06,184.497,145.771,2.96,0.119,4.446e6,0,3.549,0.451,0.451,0.324,0.045,0.083,0.048,0.139,-3.667e-4,0,0,0,0,0.004,0.005,13.081,134.391,80.267,0.06,2.177,2.747,586.221,332.964,0.05,0.408
23.263,3460.335,38.646,-9.908,38.941,9.908,123.214,0.097,123.214,0.045,4.787,0.046,32.32,106.765,9.781,0.475,2.251e-6,2.25,0.004,2.627e4,3404.8,12.406,0.06,184.221,145.771,2.939,0.118,4.392e6,0,3.465,0.451,0.452,0.324,0.045,0.083,0.064,0.185,-4.211e-4,0,0,0,0,0.004,0.005,13.081,134.391,80.156,0.06,2.249,2.729,586.081,332.953,0.05,0.408
23.313,3462.255,38.151,-9.905,38.45,9.905,123.453,0.098,123.453,0.045,4.785,0.047,32.32,106.765,9.781,0.524,2.39e-6,2.296,0.003,2.627e4,3404.8,12.406,0.06,184.104,145.771,2.93,0.117,4.338e6,0,3.38,0.451,0.452,0.324,0.045,0.083,0.071,0.205,-1.174e-4,0,0,0,0,0.004,0.005,13.081,134.391,80.042,0.061,2.274,2.711,585.943,332.942,0.05,0.409
23.363,3464.15,37.656,-9.902,37.958,9.902,123.692,0.098,123.692,0.045,4.782,0.044,32.32,106.765,9.781,0.474,2.226e-6,2.339,0.003,2.627e4,3404.8,12.406,0.06,184.22,145.771,2.939,0.115,4.282e6,0,3.293,0.451,0.452,0.324,0.045,0.083,0.064,0.185,1.873e-4,0,0,0,0,0.004,0.005,13.081,134.391,79.926,0.062,2.229,2.693,585.807,332.931,0.05,0.41
23.413,3466.02,37.161,-9.899,37.467,9.899,123.932,0.099,123.932,0.046,4.78,0.043,32.32,106.765,9.781,0.458,2.423e-6,2.377,0.003,2.627e4,3404.8,12.406,0.06,184.254,145.771,2.942,0.114,4.227e6,0,3.208,0.451,0.451,0.324,0.045,0.083,0.062,0.179,1.073e-4,0,0,0,0,0.005,0.005,13.081,134.391,79.809,0.062,2.208,2.676,585.673,332.92,0.05,0.411
23.463,3467.866,36.666,-9.895,36.976,9.895,124.17,0.099,124.171,0.046,4.778,0.044,32.32,106.765,9.781,0.503,2.373e-6,2.418,0.002,2.627e4,3404.8,12.406,0.06,184.148,145.771,2.934,0.112,4.172e6,0,3.127,0.451,0.452,0.324,0.045,0.083,0.068,0.196,-3.917e-4,0,0,0,0,0.005,0.005,13.081,134.391,79.689,0.063,2.226,2.659,585.54,332.91,0.05,0.411
23.513,3469.687,36.171,-9.892,36.485,9.892,124.409,0.099,124.409,0.046,4.776,0.046,32.32,106.765,9.781,0.595,2.546e-6,2.459,8.303e-4,2.627e4,3404.8,12.406,0.06,183.929,145.771,2.917,0.111,4.118e6,0,3.047,0.451,0.452,0.324,0.045,0.083,0.081,0.232,3.179e-4,0,0,0,0,0.005,0.005,13.081,134.391,79.567,0.064,2.274,2.642,585.409,332.9,0.05,0.412
23.563,3471.483,35.677,-9.888,35.994,9.888,124.648,0.1,124.648,0.046,4.773,0.052,32.32,106.765,9.781,0.797,2.529e-6,2.518,-8.021e-4,2.627e4,3404.8,12.406,0.06,183.464,145.771,2.881,0.109,4.066e6,0,2.973,0.451,0.452,0.324,0.045,0.083,0.11,0.312,1.469e-4,0,0,0,0,0.006,0.004,13.081,134.391,79.442,0.064,2.391,2.625,585.28,332.89,0.05,0.412
23.613,3473.255,35.182,-9.884,35.504,9.885,124.887,0.1,124.887,0.046,4.771,0.052,32.32,106.765,9.781,0.833,2.421e-6,2.576,-0.001,2.627e4,3404.8,12.406,0.06,183.381,145.771,2.875,0.108,4.012e6,0,2.895,0.451,0.452,0.324,0.045,0.083,0.115,0.325,-1.51e-4,0,0,0,0,0.006,0.004,13.081,134.391,79.315,0.065,2.398,2.608,585.153,332.88,0.05,0.413
23.663,3475.001,34.688,-9.88,35.014,9.881,125.125,0.101,125.125,0.046,4.768,0.059,32.32,106.765,9.781,1.048,2.381e-6,2.65,-0.002,2.627e4,3404.8,12.406,0.06,182.898,145.771,2.838,0.106,3.96e6,0,2.824,0.451,0.453,0.324,0.045,0.083,0.147,0.41,3.992e-4,0,0,0,0,0.007,0.004,13.081,134.391,79.184,0.065,2.519,2.592,585.027,332.87,0.05,0.414
23.713,3476.723,34.194,-9.878,34.525,9.878,125.363,0.101,125.363,0.046,4.765,0.057,32.32,106.765,9.781,1.036,2.375e-6,2.728,-0.002,2.627e4,3404.8,12.406,0.06,182.922,145.771,2.84,0.105,3.905e6,0,2.746,0.451,0.452,0.324,0.045,0.083,0.145,0.405,3.179e-4,0,0,0,0,0.007,0.004,13.081,134.391,79.05,0.066,2.495,2.576,584.903,332.86,0.05,0.414
23.763,3478.421,33.7,-9.876,34.035,9.876,125.602,0.101,125.602,0.046,4.762,0.05,32.32,106.765,9.781,0.856,2.291e-6,2.791,-0.002,2.627e4,3404.8,12.406,0.06,183.323,145.771,2.871,0.103,3.847e6,0,2.663,0.451,0.452,0.324,0.045,0.083,0.119,0.334,3.221e-4,0,0,0,0,0.008,0.004,13.081,134.391,78.912,0.067,2.367,2.56,584.781,332.85,0.05,0.415
23.813,3480.093,33.207,-9.873,33.546,9.873,125.84,0.102,125.84,0.046,4.76,0.048,32.32,106.765,9.781,0.837,2.419e-6,2.849,-0.002,2.627e4,3404.8,12.406,0.06,183.366,145.771,2.874,0.102,3.792e6,0,2.587,0.451,0.452,0.324,0.045,0.083,0.116,0.325,-6.962e-5,0,0,0,0,0.008,0.004,13.081,134.391,78.771,0.067,2.338,2.545,584.661,332.841,0.05,0.416
23.863,3481.741,32.713,-9.87,33.057,9.87,126.078,0.102,126.078,0.046,4.757,0.049,32.32,106.765,9.781,0.889,2.509e-6,2.905,-0.002,2.627e4,3404.8,12.406,0.06,183.246,145.771,2.865,0.101,3.738e6,0,2.514,0.451,0.452,0.324,0.045,0.083,0.124,0.345,-9.868e-5,0,0,0,0,0.009,0.004,13.081,134.391,78.627,0.068,2.352,2.529,584.542,332.832,0.05,0.416
23.913,3483.365,32.22,-9.867,32.569,9.867,126.315,0.103,126.315,0.047,4.755,0.052,32.32,106.765,9.781,1.027,2.287e-6,2.968,-0.003,2.627e4,3404.8,12.406,0.06,182.937,145.771,2.841,0.099,3.686e6,0,2.446,0.451,0.452,0.324,0.045,0.083,0.144,0.399,-3.649e-4,0,0,0,0,0.01,0.004,13.081,134.391,78.48,0.068,2.416,2.514,584.426,332.822,0.05,0.417
23.963,3484.963,31.726,-9.864,32.08,9.864,126.553,0.103,126.553,0.047,4.752,0.051,32.32,106.765,9.781,1.051,2.461e-6,3.035,-0.003,2.627e4,3404.8,12.406,0.06,182.883,145.771,2.837,0.098,3.631e6,0,2.375,0.451,0.452,0.324,0.045,0.083,0.147,0.407,-8.414e-5,0,0,0,0,0.01,0.004,13.081,134.391,78.33,0.069,2.409,2.499,584.311,332.813,0.05,0.417
24.013,3486.537,31.233,-9.862,31.592,9.862,126.791,0.104,126.791,0.047,4.75,0.046,32.32,106.765,9.781,0.911,2.396e-6,3.092,-0.003,2.627e4,3404.8,12.406,0.06,183.193,145.771,2.861,0.096,3.575e6,0,2.299,0.451,0.452,0.324,0.045,0.083,0.127,0.351,-3.754e-4,0,0,0,0,0.011,0.004,13.081,134.391,78.177,0.07,2.308,2.485,584.197,332.805,0.05,0.418
24.063,3488.087,30.74,-9.86,31.105,9.86,127.028,0.104,127.028,0.047,4.748,0.043,32.32,106.765,9.781,0.848,2.346e-6,3.145,-0.003,2.627e4,3404.8,12.406,0.06,183.334,145.771,2.872,0.095,3.519e6,0,2.228,0.451,0.452,0.324,0.045,0.083,0.117,0.325,3.014e-4,0,0,0,0,0.012,0.004,13.081,134.391,78.021,0.07,2.251,2.47,584.086,332.796,0.05,0.419
24.113,3489.611,30.247,-9.858,30.617,9.858,127.265,0.104,127.265,0.047,4.746,0.038,32.32,106.765,9.781,0.68,2.336e-6,3.187,-0.002,2.627e4,3404.8,12.406,0.06,183.715,145.771,2.901,0.093,3.462e6,0,2.155,0.451,0.451,0.324,0.045,0.082,0.093,0.258,-3.151e-4,0,0,0,0,0.012,0.004,13.081,134.391,77.863,0.071,2.136,2.456,583.976,332.787,0.05,0.419
24.163,3491.111,29.754,-9.856,30.13,9.856,127.503,0.105,127.503,0.047,4.744,0.032,32.32,106.765,9.781,0.473,2.363e-6,3.219,-1.479e-4,2.627e4,3404.8,12.406,0.06,184.197,145.771,2.937,0.092,3.405e6,0,2.082,0.451,0.451,0.324,0.045,0.082,0.064,0.175,-3.896e-4,0,0,0,0,0.013,0.004,13.081,134.391,77.703,0.071,2,2.442,583.869,332.779,0.05,0.42
24.213,3492.587,29.262,-9.855,29.643,9.855,127.74,0.105,127.74,0.047,4.743,0.026,32.32,106.765,9.781,0.248,2.422e-6,3.234,0.005,2.627e4,3404.8,12.406,0.06,184.734,145.771,2.979,0.09,3.347e6,0,2.012,0.451,0.451,0.324,0.045,0.082,0.033,0.085,-1.081e-4,0,0,0,0,0.014,0.004,13.081,134.391,77.541,0.071,1.855,2.428,583.763,332.77,0.05,0.421
24.263,3494.038,28.769,-9.852,29.157,9.852,127.977,0.106,127.977,0.047,4.741,0.027,32.32,106.765,9.781,0.321,2.347e-6,3.248,0.003,2.627e4,3404.8,12.406,0.06,184.555,145.771,2.965,0.089,3.294e6,0,1.948,0.451,0.451,0.324,0.045,0.082,0.043,0.114,7.064e-5,0,0,0,0,0.014,0.004,13.081,134.391,77.379,0.072,1.87,2.415,583.658,332.762,0.05,0.422
24.313,3495.464,28.276,-9.849,28.671,9.849,128.214,0.106,128.214,0.047,4.74,0.029,32.32,106.765,9.781,0.445,2.425e-6,3.264,1.155e-4,2.627e4,3404.8,12.406,0.06,184.259,145.771,2.942,0.087,3.241e6,0,1.887,0.451,0.451,0.324,0.045,0.082,0.06,0.162,1.561e-4,0,0,0,0,0.015,0.004,13.081,134.391,77.216,0.072,1.907,2.401,583.556,332.754,0.05,0.422
24.363,3496.865,27.784,-9.846,28.185,9.846,128.451,0.107,128.451,0.048,4.738,0.032,32.32,106.765,9.781,0.647,2.472e-6,3.294,-0.002,2.627e4,3404.8,12.406,0.06,183.783,145.771,2.906,0.086,3.189e6,0,1.828,0.451,0.451,0.324,0.045,0.082,0.089,0.242,-2.594e-4,0,0,0,0,0.016,0.003,13.081,134.391,77.052,0.073,1.981,2.388,583.455,332.746,0.05,0.423
24.413,3498.242,27.292,-9.845,27.7,9.845,128.688,0.107,128.688,0.048,4.737,0.027,32.32,106.765,9.781,0.432,2.428e-6,3.315,6.949e-4,2.627e4,3404.8,12.406,0.06,184.287,145.771,2.944,0.084,3.132e6,0,1.761,0.451,0.451,0.324,0.045,0.082,0.058,0.156,1.145e-4,0,0,0,0,0.016,0.003,13.081,134.391,76.887,0.073,1.838,2.375,583.356,332.738,0.05,0.424
24.463,3499.594,26.8,-9.842,27.215,9.842,128.925,0.107,128.925,0.048,4.735,0.027,32.32,106.765,9.781,0.469,2.491e-6,3.332,3.821e-4,2.627e4,3404.8,12.406,0.06,184.198,145.771,2.938,0.083,3.078e6,0,1.701,0.451,0.451,0.324,0.045,0.082,0.064,0.169,2.63e-4,0,0,0,0,0.017,0.003,13.081,134.391,76.721,0.074,1.821,2.363,583.259,332.731,0.05,0.425
24.513,3500.922,26.308,-9.839,26.73,9.839,129.161,0.108,129.161,0.048,4.734,0.033,32.32,106.765,9.781,0.821,2.375e-6,3.359,-0.002,2.627e4,3404.8,12.406,0.06,183.382,145.771,2.875,0.082,3.028e6,0,1.649,0.451,0.452,0.324,0.045,0.082,0.114,0.308,-1.292e-4,0,0,0,0,0.018,0.003,13.081,134.391,76.554,0.074,1.956,2.35,583.163,332.723,0.05,0.425
24.563,3502.225,25.816,-9.835,26.246,9.835,129.398,0.108,129.398,0.048,4.732,0.039,32.32,106.765,9.781,1.182,2.388e-6,3.402,-0.003,2.627e4,3404.8,12.406,0.06,182.58,145.771,2.814,0.08,2.978e6,0,1.598,0.451,0.453,0.324,0.045,0.082,0.167,0.45,-2.838e-4,0,0,0,0,0.019,0.003,13.081,134.391,76.385,0.075,2.087,2.338,583.069,332.716,0.05,0.426
24.613,3503.504,25.324,-9.833,25.762,9.833,129.634,0.109,129.635,0.048,4.73,0.04,32.32,106.765,9.781,1.258,2.433e-6,3.45,-0.003,2.627e4,3404.8,12.406,0.06,182.413,145.771,2.801,0.079,2.924e6,0,1.542,0.451,0.453,0.324,0.044,0.082,0.178,0.479,8.218e-5,0,0,0,0,0.02,0.003,13.081,134.391,76.213,0.075,2.076,2.326,582.978,332.709,0.05,0.427
24.663,3504.758,24.832,-9.83,25.279,9.831,129.871,0.109,129.871,0.048,4.728,0.04,32.32,106.765,9.781,1.344,2.294e-6,3.502,-0.004,2.627e4,3404.8,12.406,0.06,182.226,145.771,2.787,0.077,2.871e6,0,1.487,0.451,0.453,0.324,0.044,0.082,0.192,0.512,6.272e-5,0,0,0,0,0.022,0.003,13.081,134.391,76.04,0.075,2.067,2.315,582.887,332.702,0.05,0.427
24.713,3505.987,24.341,-9.829,24.796,9.829,130.107,0.11,130.107,0.048,4.726,0.038,32.32,106.765,9.781,1.304,2.429e-6,3.548,-0.003,2.627e4,3404.8,12.406,0.06,182.312,145.771,2.793,0.076,2.816e6,0,1.43,0.451,0.453,0.324,0.044,0.082,0.185,0.494,-1.049e-4,0,0,0,0,0.023,0.003,13.081,134.391,75.863,0.076,1.997,2.303,582.799,332.695,0.05,0.428
24.763,3507.192,23.85,-9.826,24.313,9.826,130.344,0.11,130.344,0.048,4.724,0.04,32.32,106.765,9.781,1.508,2.504e-6,3.599,-0.003,2.627e4,3404.8,12.406,0.06,181.879,145.771,2.76,0.075,2.764e6,0,1.38,0.451,0.454,0.324,0.044,0.082,0.217,0.573,-3.045e-4,0,0,0,0,0.025,0.003,13.081,134.391,75.685,0.076,2.035,2.292,582.712,332.688,0.05,0.429
24.813,3508.372,23.358,-9.824,23.831,9.824,130.58,0.11,130.58,0.048,4.722,0.042,32.32,106.765,9.781,1.669,2.495e-6,3.652,-0.003,2.627e4,3404.8,12.406,0.06,181.542,145.771,2.735,0.073,2.711e6,0,1.33,0.451,0.454,0.324,0.044,0.082,0.242,0.636,2.275e-4,0,0,0,0,0.027,0.003,13.081,134.391,75.503,0.077,2.049,2.281,582.628,332.681,0.05,0.429
24.863,3509.527,22.867,-9.82,23.349,9.821,130.816,0.111,130.816,0.049,4.72,0.047,32.32,106.765,9.781,2.035,2.412e-6,3.714,-0.004,2.627e4,3404.8,12.406,0.06,180.801,145.771,2.678,0.072,2.662e6,0,1.287,0.451,0.456,0.324,0.044,0.082,0.301,0.778,-4.177e-4,0,0,0,0,0.029,0.003,13.081,134.391,75.319,0.077,2.147,2.27,582.544,332.675,0.05,0.43
24.913,3510.659,22.376,-9.818,22.868,9.818,131.052,0.111,131.052,0.049,4.718,0.048,32.32,106.765,9.781,2.246,2.381e-6,3.786,-0.004,2.627e4,3404.8,12.406,0.06,180.388,145.771,2.646,0.07,2.61e6,0,1.24,0.451,0.457,0.324,0.044,0.082,0.336,0.858,-1.005e-4,0,0,0,0,0.031,0.003,13.081,134.391,75.132,0.077,2.172,2.26,582.463,332.668,0.05,0.43
24.963,3511.765,21.885,-9.817,22.388,9.817,131.288,0.112,131.288,0.049,4.715,0.042,32.32,106.765,9.781,1.956,2.473e-6,3.847,-0.003,2.627e4,3404.8,12.406,0.06,180.957,145.771,2.69,0.069,2.551e6,0,1.181,0.451,0.455,0.324,0.044,0.082,0.288,0.741,-4.926e-4,0,0,0,0,0.033,0.003,13.081,134.391,74.941,0.078,1.982,2.249,582.384,332.662,0.05,0.431
25.013,3512.847,21.395,-9.816,21.908,9.816,131.523,0.112,131.523,0.049,4.713,0.04,32.32,106.765,9.781,1.973,2.435e-6,3.903,-0.003,2.627e4,3404.8,12.406,0.06,180.922,145.771,2.687,0.067,2.496e6,0,1.131,0.45,0.456,0.324,0.044,0.082,0.291,0.746,1.114e-4,0,0,0,0,0.036,0.003,13.081,134.391,74.747,0.078,1.92,2.239,582.306,332.656,0.05,0.432
25.063,3513.905,20.904,-9.813,21.428,9.813,131.759,0.113,131.759,0.049,4.711,0.043,32.32,106.765,9.781,2.259,2.385e-6,3.963,-0.003,2.627e4,3404.8,12.406,0.06,180.361,145.771,2.644,0.066,2.446e6,0,1.089,0.45,0.457,0.324,0.044,0.082,0.338,0.855,-8.95e-5,0,0,0,0,0.038,0.003,13.081,134.391,74.551,0.078,1.963,2.229,582.23,332.65,0.05,0.432
25.113,3514.937,20.413,-9.811,20.949,9.811,131.994,0.113,131.994,0.049,4.709,0.046,32.32,106.765,9.781,2.535,2.389e-6,4.027,-0.003,2.627e4,3404.8,12.406,0.06,179.833,145.771,2.604,0.065,2.394e6,0,1.048,0.45,0.459,0.324,0.044,0.082,0.385,0.96,-2.309e-4,0,0,0,0,0.041,0.003,13.081,134.391,74.351,0.078,1.996,2.22,582.155,332.644,0.05,0.433
25.163,3515.946,19.923,-9.808,20.471,9.808,132.23,0.113,132.23,0.049,4.707,0.047,32.32,106.765,9.781,2.78,2.359e-6,4.094,-0.003,2.627e4,3404.8,12.406,0.06,179.38,145.771,2.569,0.063,2.343e6,0,1.006,0.45,0.46,0.324,0.044,0.082,0.427,1.052,-1.755e-4,0,0,0,0,0.045,0.003,13.081,134.391,74.148,0.079,2.01,2.21,582.083,332.638,0.05,0.434
25.213,3516.93,19.432,-9.806,19.994,9.806,132.465,0.114,132.465,0.049,4.704,0.052,32.32,106.765,9.781,3.225,2.296e-6,4.168,-0.003,2.627e4,3404.8,12.406,0.06,178.584,145.771,2.508,0.062,2.294e6,0,0.971,0.45,0.463,0.324,0.044,0.082,0.507,1.222,1.581e-4,0,0,0,0,0.048,0.002,13.081,134.391,73.941,0.079,2.095,2.201,582.012,332.633,0.05,0.435
25.263,3517.889,18.942,-9.803,19.517,9.803,132.7,0.114,132.7,0.049,4.702,0.054,32.32,106.765,9.781,3.578,2.362e-6,4.248,-0.003,2.627e4,3404.8,12.406,0.06,177.979,145.771,2.462,0.061,2.244e6,0,0.935,0.45,0.466,0.324,0.044,0.082,0.572,1.356,4.098e-4,0,0,0,0,0.053,0.002,13.081,134.391,73.731,0.079,2.135,2.192,581.943,332.627,0.05,0.435
25.313,3518.824,18.452,-9.801,19.041,9.801,132.935,0.115,132.935,0.049,4.699,0.055,32.32,106.765,9.781,3.799,2.365e-6,4.331,-0.003,2.627e4,3404.8,12.406,0.06,177.61,145.771,2.434,0.059,2.192e6,0,0.895,0.45,0.468,0.324,0.044,0.082,0.614,1.437,4.64e-4,0,0,0,0,0.057,0.002,13.081,134.391,73.516,0.079,2.121,2.183,581.876,332.622,0.05,0.436
25.363,3519.734,17.962,-9.799,18.566,9.8,133.17,0.115,133.17,0.05,4.696,0.055,32.32,106.765,9.781,4.031,2.375e-6,4.414,-0.003,2.627e4,3404.8,12.406,0.06,177.232,145.771,2.405,0.058,2.14e6,0,0.859,0.451,0.471,0.325,0.044,0.082,0.659,1.522,-4.135e-4,0,0,0,0,0.062,0.002,13.081,134.391,73.298,0.08,2.103,2.175,581.811,332.617,0.05,0.436
25.413,3520.62,17.472,-9.798,18.092,9.798,133.405,0.116,133.405,0.05,4.693,0.056,32.32,106.765,9.781,4.3,2.459e-6,4.498,-0.003,2.627e4,3404.8,12.406,0.06,176.804,145.771,2.372,0.056,2.088e6,0,0.825,0.453,0.474,0.326,0.044,0.082,0.712,1.621,-3.589e-4,0,0,0,0,0.068,0.002,13.081,134.391,73.075,0.08,2.093,2.167,581.747,332.612,0.05,0.437
25.463,3521.482,16.982,-9.795,17.618,9.795,133.639,0.116,133.639,0.05,4.69,0.059,32.32,106.765,9.781,4.737,2.33e-6,4.585,-0.003,2.627e4,3404.8,12.406,0.06,176.135,145.771,2.321,0.055,2.039e6,0,0.795,0.454,0.48,0.328,0.044,0.082,0.8,1.783,2.647e-4,0,0,0,0,0.074,0.002,13.081,134.391,72.848,0.08,2.133,2.159,581.685,332.607,0.05,0.438
25.513,3522.318,16.493,-9.793,17.146,9.793,133.874,0.117,133.874,0.05,4.687,0.062,32.32,106.765,9.781,5.191,2.383e-6,4.678,-0.003,2.627e4,3404.8,12.406,0.06,175.469,145.771,2.27,0.054,1.99e6,0,0.767,0.456,0.486,0.329,0.044,0.082,0.895,1.95,1.294e-4,0,0,0,0,0.081,0.002,13.081,134.391,72.616,0.08,2.169,2.151,581.625,332.602,0.05,0.439
25.563,3523.131,16.003,-9.792,16.675,9.792,134.108,0.117,134.108,0.05,4.684,0.062,32.32,106.765,9.781,5.408,2.393e-6,4.769,-0.003,2.627e4,3404.8,12.406,0.06,175.159,145.771,2.247,0.052,1.937e6,0,0.733,0.457,0.49,0.331,0.044,0.082,0.942,2.026,-3.28e-4,0,0,0,0,0.089,0.002,13.081,134.391,72.38,0.08,2.118,2.143,581.566,332.598,0.05,0.44
25.613,3523.919,15.513,-9.79,16.204,9.79,134.342,0.117,134.342,0.05,4.681,0.062,32.32,106.765,9.781,5.757,2.424e-6,4.862,-0.003,2.627e4,3404.8,12.406,0.06,174.677,145.771,2.21,0.051,1.886e6,0,0.703,0.459,0.496,0.333,0.044,0.082,1.018,2.152,-8.212e-5,0,0,0,0,0.097,0.002,13.081,134.391,72.139,0.08,2.102,2.136,581.51,332.593,0.05,0.441
25.663,3524.682,15.024,-9.788,15.736,9.788,134.576,0.118,134.576,0.05,4.678,0.063,32.32,106.765,9.781,6.072,2.366e-6,4.952,-0.002,2.627e4,3404.8,12.406,0.06,174.254,145.771,2.177,0.05,1.834e6,0,0.672,0.461,0.501,0.334,0.044,0.082,1.088,2.263,2.792e-4,0,0,0,0,0.107,0.002,13.081,134.391,71.894,0.081,2.067,2.129,581.455,332.589,0.05,0.442
25.713,3525.421,14.535,-9.786,15.268,9.786,134.81,0.118,134.81,0.05,4.675,0.066,32.32,106.765,9.781,6.68,2.422e-6,5.046,-0.002,2.627e4,3404.8,12.406,0.06,173.472,145.771,2.118,0.048,1.787e6,0,0.649,0.462,0.51,0.336,0.044,0.082,1.228,2.484,4.565e-4,0,0,0,0,0.117,0.002,13.081,134.391,71.644,0.081,2.114,2.122,581.402,332.585,0.05,0.443
25.763,3526.136,14.045,-9.784,14.802,9.784,135.044,0.119,135.044,0.05,4.672,0.069,32.32,106.765,9.781,7.26,2.367e-6,5.144,-0.002,2.627e4,3404.8,12.406,0.06,172.766,145.771,2.064,0.047,1.738e6,0,0.625,0.464,0.519,0.338,0.044,0.082,1.368,2.694,-1.775e-4,0,0,0,0,0.128,0.002,13.081,134.391,71.389,0.081,2.14,2.115,581.35,332.581,0.05,0.444
25.813,3526.826,13.556,-9.782,14.337,9.783,135.277,0.119,135.277,0.051,4.668,0.068,32.32,106.765,9.781,7.589,2.332e-6,5.241,-0.002,2.627e4,3404.8,12.406,0.06,172.381,145.771,2.034,0.046,1.686e6,0,0.595,0.466,0.525,0.34,0.044,0.082,1.449,2.805,-8.439e-5,0,0,0,0,0.141,0.002,13.081,134.391,71.13,0.081,2.079,2.109,581.301,332.577,0.05,0.444
25.863,3527.491,13.067,-9.781,13.875,9.781,135.511,0.12,135.511,0.051,4.665,0.067,32.32,106.765,9.781,7.904,2.422e-6,5.334,-0.002,2.627e4,3404.8,12.406,0.06,172.023,145.771,2.007,0.044,1.634e6,0,0.565,0.468,0.531,0.342,0.044,0.082,1.528,2.91,-7.51e-5,0,0,0,0,0.156,0.002,13.081,134.391,70.865,0.081,2.004,2.103,581.253,332.573,0.05,0.445
25.913,3528.132,12.578,-9.778,13.414,9.779,135.744,0.12,135.744,0.051,4.661,0.072,32.32,106.765,9.781,8.83,2.412e-6,5.431,-0.002,2.627e4,3404.8,12.406,0.06,171.025,145.771,1.931,0.043,1.59e6,0,0.548,0.47,0.544,0.344,0.044,0.082,1.769,3.245,2.925e-4,0,0,0,0,0.171,0.002,13.081,134.391,70.596,0.081,2.093,2.097,581.207,332.569,0.05,0.445
