# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
44.114,1782.969,-21.505,0.023,21.505,0.106,97.816,0.112,97.816,0.066,2.091,0.103,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.065,4.05e6,0,242.214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.922,3.341,815.83,333.323,0.5,0.61
44.614,1772.22,-21.493,0.023,21.493,0.023,96.77,0.112,96.77,0.066,2.093,0.005,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.065,4.051e6,0,242.189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.108,3.411,816.919,333.366,0.5,0.61
45.114,1761.476,-21.482,0.023,21.482,0.047,95.728,0.112,95.729,0.067,2.073,0.041,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.053e6,0,242.198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.01,3.481,818.007,333.408,0.5,0.61
45.614,1750.738,-21.47,0.023,21.471,0.079,94.701,0.112,94.702,0.068,2.035,0.075,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.054e6,0,242.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.915,3.55,819.094,333.45,0.5,0.61
46.114,1740.006,-21.459,0.023,21.459,0.031,93.686,0.112,93.686,0.068,2.025,0.021,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.055e6,0,242.196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.996,3.62,820.181,333.493,0.5,0.61
46.614,1729.279,-21.447,0.023,21.447,0.023,92.674,0.112,92.674,0.069,2.024,0.002,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.057e6,0,242.197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.026,3.69,821.268,333.535,0.5,0.611
47.114,1718.558,-21.436,0.023,21.436,0.06,91.655,0.111,91.655,0.07,2.052,0.055,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.058e6,0,242.206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.15,3.76,822.353,333.577,0.5,0.611
47.614,1707.843,-21.424,0.023,21.424,0.023,90.629,0.111,90.629,0.07,2.052,0.002,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.059e6,0,242.196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.061,3.829,823.438,333.619,0.5,0.611
48.114,1697.134,-21.413,0.023,21.413,0.077,89.612,0.111,89.612,0.071,2.016,0.074,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.061e6,0,242.209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.898,3.899,824.523,333.662,0.5,0.611
48.614,1686.43,-21.402,0.023,21.402,0.066,88.612,0.111,88.612,0.072,1.985,0.062,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.062e6,0,242.202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.887,3.969,825.607,333.704,0.5,0.611
49.114,1675.732,-21.39,0.023,21.391,0.083,87.63,0.111,87.63,0.072,1.945,0.079,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.064e6,0,242.207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.818,4.038,826.69,333.746,0.5,0.611
49.614,1665.04,-21.379,0.023,21.379,0.102,86.645,0.111,86.645,0.073,1.995,0.099,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.065e6,0,242.217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.167,4.108,827.773,333.788,0.5,0.611
50.114,1654.354,-21.368,0.022,21.368,0.057,85.654,0.111,85.654,0.074,1.969,0.052,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.066e6,0,242.193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.887,4.177,828.855,333.83,0.5,0.612
50.614,1643.673,-21.356,0.023,21.357,0.103,84.682,0.11,84.682,0.075,1.918,0.1,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.068e6,0,242.213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.756,4.247,829.937,333.872,0.5,0.612
51.114,1632.998,-21.345,0.023,21.345,0.091,83.712,0.11,83.712,0.075,1.963,0.088,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.069e6,0,242.206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.117,4.316,831.018,333.914,0.5,0.612
51.614,1622.328,-21.334,0.022,21.334,0.075,82.74,0.11,82.74,0.076,1.927,0.072,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.07e6,0,242.196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.812,4.386,832.099,333.957,0.5,0.612
52.114,1611.664,-21.323,0.022,21.323,0.083,81.786,0.11,81.787,0.077,1.887,0.08,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.072e6,0,242.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.758,4.455,833.178,333.999,0.5,0.612
52.614,1601.005,-21.311,0.022,21.312,0.093,80.832,0.11,80.832,0.078,1.932,0.09,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.073e6,0,242.206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.088,4.524,834.258,334.041,0.5,0.612
53.114,1590.352,-21.3,0.022,21.3,0.024,79.868,0.11,79.868,0.079,1.926,0.011,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.074e6,0,242.183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.914,4.593,835.337,334.083,0.5,0.613
53.614,1579.705,-21.289,0.022,21.29,0.092,78.893,0.109,78.893,0.08,1.971,0.089,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.076e6,0,242.207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.125,4.663,836.415,334.125,0.5,0.613
54.114,1569.063,-21.278,0.022,21.278,0.028,77.91,0.109,77.91,0.08,1.962,0.017,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.077e6,0,242.184,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.939,4.732,837.493,334.166,0.5,0.613
54.614,1558.427,-21.267,0.022,21.267,0.038,76.933,0.109,76.933,0.081,1.947,0.031,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.078e6,0,242.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.901,4.801,838.57,334.208,0.5,0.613
55.114,1547.796,-21.256,0.022,21.257,0.065,75.967,0.109,75.967,0.082,1.916,0.061,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.079e6,0,242.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.821,4.87,839.646,334.25,0.5,0.613
55.614,1537.17,-21.245,0.022,21.246,0.067,75.017,0.109,75.017,0.083,1.885,0.063,28.61,-80.599,9.787,NaN,NaN,NaN,NaN,2.469e4,2885.12,NaN,NaN,NaN,NaN,NaN,0.064,4.081e6,0,242.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.786,4.939,840.722,334.292,0.5,0.613
