# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
6.595,912.25,175.219,-14.168,175.351,14.171,28.784,0.006,28.784,0.012,6.802,0.31,28.61,-80.6,9.789,0.054,2.577e-6,2.357,0.01,2.469e4,2885.12,20.06,0.058,88.641,68.649,3.905,0.521,3.547e7,0,108.309,0.472,0.472,0.363,0.015,0.095,0.007,0.027,3.928e-4,0,0,0,0,4.439e-4,0.022,5.12,132.83,87.08,0.012,2.297,9.07,908.55,336.796,0.05,0.302
6.645,920.993,174.512,-14.132,174.644,14.134,29.124,0.006,29.124,0.012,6.789,0.217,28.61,-80.6,9.789,0.03,0,-2.38,0.022,2.469e4,2885.12,20.06,0.058,88.672,68.649,3.911,0.519,3.53e7,0,107.313,0.472,0.472,0.363,0.015,0.095,0.004,0.016,1.999e-4,0,0,0,0,-4.56E-04,0.022,5.12,132.83,86.961,0.01,2.382,9.014,907.573,336.761,0.05,0.303
6.695,929.701,173.806,-14.099,173.938,14.1,29.463,0.006,29.463,0.012,6.782,0.089,28.61,-80.6,9.789,0.144,4.178e-6,-2.2,0.002,2.469e4,2885.12,20.06,0.058,88.485,68.649,3.874,0.517,3.514e7,0,106.326,0.472,0.472,0.363,0.015,0.094,0.019,0.072,4.665e-4,0,0,0,0,-3.93E-04,0.022,5.12,132.83,86.845,0.009,2.356,8.957,906.6,336.727,0.05,0.305
6.745,938.374,173.102,-14.067,173.234,14.067,29.802,0.006,29.802,0.012,6.78,0.037,28.61,-80.6,9.789,0.256,0,-1.778,0.003,2.469e4,2885.12,20.06,0.058,88.304,68.649,3.839,0.515,3.497e7,0,105.352,0.472,0.472,0.363,0.015,0.094,0.033,0.128,1.901e-4,0,0,0,0,-2.59E-04,0.022,5.12,132.83,86.745,0.008,2.285,8.901,905.631,336.693,0.05,0.306
6.795,947.011,172.399,-14.033,172.533,14.034,30.141,0.006,30.141,0.012,6.784,0.114,28.61,-80.6,9.789,0.325,1.183e-6,-1.168,0.003,2.469e4,2885.12,20.06,0.058,88.19,68.649,3.817,0.513,3.48e7,0,104.388,0.472,0.472,0.363,0.015,0.094,0.043,0.163,3.479e-4,0,0,0,0,-1.13E-04,0.022,5.12,132.83,86.671,0.008,2.259,8.844,904.666,336.659,0.05,0.309
6.845,955.614,171.698,-13.995,171.833,13.996,30.48,0.007,30.48,0.012,6.791,0.131,28.61,-80.6,9.789,0.343,1.323e-6,-0.475,0.001,2.469e4,2885.12,20.06,0.058,88.157,68.649,3.81,0.511,3.464e7,0,103.427,0.472,0.472,0.363,0.014,0.094,0.045,0.172,1.691e-4,0,0,0,0,-1.88E-05,0.022,5.12,132.83,86.63,0.008,2.286,8.789,903.705,336.625,0.05,0.311
6.895,964.181,171,-13.958,171.135,13.959,30.82,0.007,30.82,0.012,6.798,0.164,28.61,-80.6,9.789,0.373,1.741e-6,0.25,1.657e-4,2.469e4,2885.12,20.06,0.058,88.106,68.649,3.8,0.509,3.447e7,0,102.467,0.471,0.472,0.363,0.014,0.094,0.049,0.186,-7.48E-05,0,0,0,0,5.253e-6,0.022,5.12,132.83,86.625,0.008,2.17,8.733,902.748,336.591,0.05,0.313
6.945,972.714,170.303,-13.915,170.439,13.916,31.16,0.007,31.16,0.012,6.805,0.101,28.61,-80.6,9.789,0.318,1.749e-6,0.956,9.318e-5,2.469e4,2885.12,20.06,0.058,88.183,68.649,3.815,0.507,3.431e7,0,101.507,0.471,0.471,0.363,0.014,0.094,0.042,0.159,-1.91E-04,0,0,0,0,7.737e-5,0.022,5.12,132.83,86.656,0.009,2.2,8.677,901.794,336.557,0.05,0.314
6.995,981.212,169.608,-13.871,169.745,13.871,31.501,0.007,31.501,0.013,6.808,0.011,28.61,-80.6,9.789,0.236,3.302e-6,1.507,0.002,2.469e4,2885.12,20.06,0.058,88.302,68.649,3.839,0.505,3.414e7,0,100.553,0.471,0.471,0.363,0.014,0.093,0.031,0.118,-2.87E-04,0,0,0,0,1.936e-4,0.022,5.12,132.83,86.718,0.011,2.217,8.622,900.845,336.524,0.05,0.315
7.045,989.675,168.915,-13.828,169.053,13.828,31.841,0.007,31.841,0.013,6.807,0.061,28.61,-80.6,9.789,0.168,3.571e-6,1.906,0.002,2.469e4,2885.12,20.06,0.058,88.403,68.649,3.858,0.503,3.398e7,0,99.605,0.471,0.471,0.363,0.014,0.093,0.022,0.083,-1.52E-05,0,0,0,0,3.124e-4,0.022,5.12,132.83,86.804,0.013,2.13,8.567,899.899,336.491,0.05,0.317
7.095,998.103,168.225,-13.788,168.363,13.788,32.181,0.007,32.181,0.013,6.803,0.095,28.61,-80.6,9.789,0.13,0,2.196,0.002,2.469e4,2885.12,20.06,0.058,88.456,68.649,3.869,0.501,3.382e7,0,98.662,0.471,0.471,0.364,0.014,0.093,0.017,0.064,4.557e-4,0,0,0,0,4.181e-4,0.022,5.12,132.83,86.908,0.016,1.903,8.512,898.958,336.457,0.05,0.318
7.145,1006.497,167.537,-13.742,167.675,13.745,32.521,0.007,32.521,0.013,6.794,0.249,28.61,-80.6,9.789,0.02,4.338e-6,-2.312,0.003,2.469e4,2885.12,20.06,0.058,88.624,68.649,3.901,0.499,3.366e7,0,97.748,0.471,0.471,0.364,0.014,0.093,0.003,0.01,3.338e-4,0,0,0,0,-4.67E-04,0.021,5.12,132.83,87.022,0.019,1.986,8.458,898.055,336.424,0.05,0.319
7.195,1014.857,166.851,-13.702,166.988,13.706,32.861,0.007,32.861,0.013,6.78,0.327,28.61,-80.6,9.789,0.102,6.372e-7,-2.181,0.002,2.469e4,2885.12,20.06,0.058,88.488,68.649,3.875,0.497,3.35e7,0,96.84,0.471,0.471,0.364,0.014,0.093,0.013,0.051,-2.41E-04,0,0,0,0,-4.19E-04,0.021,5.12,132.83,87.135,0.022,1.873,8.403,897.165,336.391,0.05,0.32
7.245,1023.182,166.167,-13.661,166.304,13.668,33.199,0.008,33.199,0.013,6.761,0.434,28.61,-80.6,9.789,0.21,8.037e-7,-1.885,2.927e-4,2.469e4,2885.12,20.06,0.058,88.313,68.649,3.841,0.495,3.334e7,0,95.953,0.47,0.47,0.364,0.014,0.093,0.027,0.106,9.264e-5,0,0,0,0,-3.16E-04,0.021,5.12,132.83,87.237,0.025,1.872,8.349,896.28,336.359,0.05,0.32
7.295,1031.474,165.485,-13.623,165.622,13.631,33.537,0.008,33.537,0.013,6.738,0.48,28.61,-80.6,9.789,0.261,8.953e-7,-1.433,7.919e-4,2.469e4,2885.12,20.06,0.058,88.228,68.649,3.824,0.493,3.318e7,0,95.064,0.47,0.47,0.364,0.014,0.093,0.034,0.13,2.635e-4,0,0,0,0,-1.84E-04,0.021,5.12,132.83,87.32,0.028,1.766,8.295,895.398,336.326,0.05,0.321
7.345,1039.731,164.804,-13.584,164.941,13.596,33.873,0.008,33.873,0.013,6.712,0.562,28.61,-80.6,9.789,0.345,2.091e-6,-0.873,-4.25E-05,2.469e4,2885.12,20.06,0.058,88.094,68.649,3.798,0.491,3.302e7,0,94.2,0.47,0.47,0.364,0.014,0.092,0.045,0.172,-2.75E-04,0,0,0,0,-6.89E-05,0.021,5.12,132.83,87.378,0.03,1.831,8.242,894.519,336.293,0.05,0.322
7.395,1047.954,164.126,-13.548,164.262,13.561,34.208,0.008,34.208,0.013,6.682,0.597,28.61,-80.6,9.789,0.384,9.339e-7,-0.19,0.001,2.469e4,2885.12,20.06,0.058,88.029,68.649,3.785,0.489,3.286e7,0,93.336,0.47,0.47,0.364,0.014,0.092,0.05,0.191,-1.48E-04,0,0,0,0,-3.30E-06,0.021,5.12,132.83,87.405,0.031,1.861,8.188,893.645,336.261,0.05,0.323
7.445,1056.143,163.45,-13.513,163.585,13.526,34.541,0.008,34.541,0.013,6.653,0.581,28.61,-80.6,9.789,0.373,1.829e-6,0.507,3.897e-4,2.469e4,2885.12,20.06,0.058,88.039,68.649,3.787,0.487,3.271e7,0,92.465,0.47,0.47,0.364,0.014,0.092,0.049,0.186,-1.66E-04,0,0,0,0,2.36e-5,0.021,5.12,132.83,87.397,0.03,1.847,8.135,892.774,336.229,0.05,0.324
7.495,1064.299,162.775,-13.478,162.91,13.491,34.873,0.008,34.873,0.014,6.624,0.577,28.61,-80.6,9.789,0.372,4.597e-7,1.18,-0.001,2.469e4,2885.12,20.06,0.058,88.036,68.649,3.787,0.485,3.255e7,0,91.611,0.47,0.47,0.364,0.014,0.092,0.049,0.185,3.876e-4,0,0,0,0,1.289e-4,0.021,5.12,132.83,87.354,0.029,1.959,8.082,891.906,336.197,0.05,0.325
7.545,1072.421,162.102,-13.447,162.236,13.456,35.203,0.008,35.203,0.014,6.597,0.477,28.61,-80.6,9.789,0.277,1.466e-6,1.775,-5.38E-04,2.469e4,2885.12,20.06,0.058,88.176,68.649,3.814,0.483,3.24e7,0,90.737,0.47,0.47,0.364,0.014,0.092,0.036,0.137,-1.46E-04,0,0,0,0,2.942e-4,0.021,5.12,132.83,87.279,0.027,1.889,8.029,891.042,336.165,0.05,0.326
7.595,1080.509,161.43,-13.417,161.564,13.422,35.533,0.009,35.533,0.014,6.576,0.366,28.61,-80.6,9.789,0.166,2.613e-6,2.162,9.248e-4,2.469e4,2885.12,20.06,0.058,88.342,68.649,3.846,0.481,3.224e7,0,89.875,0.469,0.469,0.364,0.014,0.092,0.021,0.082,4.922e-4,0,0,0,0,4.401e-4,0.021,5.12,132.83,87.18,0.024,1.842,7.977,890.182,336.133,0.05,0.327
7.645,1088.564,160.76,-13.387,160.894,13.39,35.861,0.009,35.861,0.014,6.56,0.281,28.61,-80.6,9.789,0.077,3.062e-6,2.374,0.001,2.469e4,2885.12,20.06,0.058,88.477,68.649,3.873,0.479,3.209e7,0,89.034,0.469,0.469,0.364,0.013,0.091,0.01,0.038,3.95e-5,0,0,0,0,5.348e-4,0.021,5.12,132.83,87.066,0.021,1.895,7.924,889.325,336.101,0.05,0.327
7.695,1096.585,160.091,-13.359,160.225,13.36,36.189,0.009,36.189,0.014,6.549,0.171,28.61,-80.6,9.789,0.041,3.649e-6,-2.407,-0.002,2.469e4,2885.12,20.06,0.058,88.528,68.649,3.883,0.477,3.194e7,0,88.201,0.469,0.469,0.364,0.013,0.091,0.005,0.021,-1.43E-04,0,0,0,0,-5.55E-04,0.021,5.12,132.83,86.945,0.019,1.877,7.872,888.472,336.069,0.05,0.328
7.745,1104.573,159.424,-13.335,159.558,13.335,36.516,0.009,36.516,0.014,6.544,0.01,28.61,-80.6,9.789,0.211,8.608e-7,-2.189,-1.65E-04,2.469e4,2885.12,20.06,0.058,88.255,68.649,3.829,0.475,3.178e7,0,87.377,0.469,0.469,0.364,0.013,0.091,0.027,0.105,2.24e-4,0,0,0,0,-4.62E-04,0.02,5.12,132.83,86.829,0.016,1.696,7.82,887.622,336.038,0.05,0.329
7.795,1112.528,158.758,-13.305,158.893,13.305,36.843,0.009,36.843,0.014,6.545,0.031,28.61,-80.6,9.789,0.259,-5.58E-07,-1.773,0.001,2.469e4,2885.12,20.06,0.058,88.176,68.649,3.814,0.473,3.163e7,0,86.572,0.469,0.469,0.365,0.013,0.091,0.034,0.129,-4.09E-04,0,0,0,0,-3.06E-04,0.02,5.12,132.83,86.73,0.014,1.805,7.769,886.776,336.007,0.05,0.33
7.845,1120.449,158.094,-13.274,158.229,13.274,37.171,0.009,37.171,0.014,6.547,0.057,28.61,-80.6,9.789,0.29,3.879e-7,-1.309,0.002,2.469e4,2885.12,20.06,0.058,88.122,68.649,3.803,0.471,3.148e7,0,85.771,0.469,0.469,0.365,0.013,0.091,0.038,0.144,-1.23E-04,0,0,0,0,-1.68E-04,0.02,5.12,132.83,86.652,0.013,1.895,7.717,885.933,335.975,0.05,0.331
7.895,1128.337,157.431,-13.242,157.567,13.243,37.498,0.009,37.498,0.014,6.55,0.067,28.61,-80.6,9.789,0.305,9.352e-7,-0.805,0.002,2.469e4,2885.12,20.06,0.058,88.094,68.649,3.798,0.469,3.133e7,0,84.974,0.469,0.469,0.365,0.013,0.091,0.04,0.151,1.007e-4,0,0,0,0,-6.41E-05,0.02,5.12,132.83,86.6,0.014,1.962,7.666,885.094,335.944,0.05,0.332
7.945,1136.192,156.769,-13.209,156.906,13.209,37.826,0.01,37.826,0.014,6.553,0.047,28.61,-80.6,9.789,0.287,4.005e-7,-0.309,0.003,2.469e4,2885.12,20.06,0.058,88.117,68.649,3.802,0.467,3.118e7,0,84.179,0.469,0.469,0.365,0.013,0.091,0.037,0.142,-6.13E-05,0,0,0,0,-9.54E-06,0.02,5.12,132.83,86.572,0.014,2.05,7.615,884.259,335.913,0.05,0.333
7.995,1144.014,156.11,-13.176,156.247,13.176,38.153,0.01,38.153,0.015,6.556,0.039,28.61,-80.6,9.789,0.279,8.305e-7,0.154,9.798e-4,2.469e4,2885.12,20.06,0.058,88.124,68.649,3.804,0.465,3.103e7,0,83.386,0.468,0.468,0.365,0.013,0.09,0.036,0.138,7.064e-6,0,0,0,0,2.378e-6,0.02,5.12,132.83,86.568,0.015,2.043,7.564,883.427,335.883,0.05,0.334
8.045,1151.803,155.452,-13.141,155.59,13.141,38.481,0.01,38.481,0.015,6.556,0.01,28.61,-80.6,9.789,0.227,6.636e-7,0.571,9.623e-4,2.469e4,2885.12,20.06,0.058,88.199,68.649,3.818,0.464,3.088e7,0,82.599,0.468,0.468,0.365,0.013,0.09,0.029,0.113,-5.71E-05,0,0,0,0,3.309e-5,0.02,5.12,132.83,86.587,0.017,2.098,7.513,882.598,335.852,0.05,0.335
8.095,1159.559,154.796,-13.106,154.934,13.106,38.809,0.01,38.809,0.015,6.555,0.066,28.61,-80.6,9.789,0.164,0,0.886,7.764e-4,2.469e4,2885.12,20.06,0.058,88.291,68.649,3.836,0.462,3.073e7,0,81.817,0.468,0.468,0.365,0.013,0.09,0.021,0.081,-4.00E-04,0,0,0,0,8.03e-5,0.02,5.12,132.83,86.624,0.019,2.133,7.463,881.773,335.821,0.05,0.336
8.145,1167.283,154.141,-13.07,154.28,13.071,39.137,0.01,39.137,0.015,6.549,0.156,28.61,-80.6,9.789,0.06,1.236e-6,1.068,0.002,2.469e4,2885.12,20.06,0.058,88.45,68.649,3.867,0.46,3.059e7,0,81.047,0.468,0.468,0.365,0.013,0.09,0.008,0.03,-7.63E-05,0,0,0,0,1.177e-4,0.02,5.12,132.83,86.674,0.02,2.249,7.413,880.952,335.791,0.05,0.337
8.195,1174.973,153.488,-13.038,153.628,13.039,39.464,0.01,39.464,0.015,6.541,0.164,28.61,-80.6,9.789,0.046,5.166e-7,1.144,0.002,2.469e4,2885.12,20.06,0.058,88.467,68.649,3.871,0.458,3.044e7,0,80.273,0.468,0.468,0.365,0.013,0.09,0.006,0.022,3.238e-4,0,0,0,0,1.362e-4,0.02,5.12,132.83,86.729,0.021,2.107,7.363,880.134,335.761,0.05,0.337
8.245,1182.632,152.837,-13.004,152.977,13.006,39.791,0.01,39.791,0.015,6.532,0.206,28.61,-80.6,9.789,0.007,1.678e-6,-1.182,0.009,2.469e4,2885.12,20.06,0.058,88.524,68.649,3.882,0.456,3.029e7,0,79.512,0.468,0.468,0.365,0.013,0.09,8.822e-4,0.003,-3.92E-04,0,0,0,0,-1.47E-04,0.02,5.12,132.83,86.788,0.022,2.065,7.313,879.319,335.731,0.05,0.338
8.295,1190.257,152.188,-12.97,152.328,12.973,40.117,0.011,40.117,0.015,6.52,0.276,28.61,-80.6,9.789,0.093,3.278e-7,-1.105,0.001,2.469e4,2885.12,20.06,0.058,88.383,68.649,3.854,0.454,3.014e7,0,78.765,0.468,0.468,0.365,0.013,0.09,0.012,0.046,-2.00E-04,0,0,0,0,-1.29E-04,0.02,5.12,132.83,86.846,0.023,2.117,7.263,878.508,335.7,0.05,0.339
8.345,1197.85,151.54,-12.937,151.68,12.941,40.443,0.011,40.443,0.015,6.504,0.34,28.61,-80.6,9.789,0.172,4.543e-7,-0.896,0.001,2.469e4,2885.12,20.06,0.058,88.253,68.649,3.829,0.452,3e7,0,78.027,0.468,0.468,0.365,0.013,0.089,0.022,0.085,3.951e-4,0,0,0,0,-8.56E-05,0.019,5.12,132.83,86.896,0.023,2.172,7.214,877.7,335.671,0.05,0.34
8.395,1205.411,150.894,-12.906,151.034,12.911,40.767,0.011,40.767,0.015,6.486,0.361,28.61,-80.6,9.788,0.202,0,-0.608,0.002,2.469e4,2885.12,20.06,0.058,88.201,68.649,3.819,0.45,2.985e7,0,77.287,0.467,0.467,0.365,0.013,0.089,0.026,0.1,-1.14E-04,0,0,0,0,-3.98E-05,0.019,5.12,132.83,86.934,0.024,2.132,7.165,876.896,335.641,0.05,0.341
8.445,1212.94,150.25,-12.875,150.389,12.881,41.091,0.011,41.091,0.015,6.468,0.392,28.61,-80.6,9.788,0.243,1.073e-6,-0.273,-9.67E-04,2.469e4,2885.12,20.06,0.058,88.133,68.649,3.806,0.448,2.971e7,0,76.56,0.467,0.467,0.365,0.013,0.089,0.031,0.12,-3.85E-04,0,0,0,0,-8.11E-06,0.019,5.12,132.83,86.956,0.025,2.163,7.116,876.095,335.611,0.05,0.342
8.495,1220.436,149.607,-12.845,149.746,12.851,41.414,0.011,41.414,0.016,6.448,0.406,28.61,-80.6,9.788,0.263,9.24e-7,0.11,-0.001,2.469e4,2885.12,20.06,0.058,88.097,68.649,3.798,0.447,2.956e7,0,75.835,0.467,0.467,0.365,0.013,0.089,0.034,0.13,2.662e-4,0,0,0,0,1.324e-6,0.019,5.12,132.83,86.96,0.025,2.188,7.067,875.298,335.582,0.05,0.343
8.545,1227.901,148.965,-12.814,149.104,12.821,41.736,0.011,41.736,0.016,6.426,0.443,28.61,-80.6,9.788,0.309,5.933e-7,0.531,-0.002,2.469e4,2885.12,20.06,0.058,88.022,68.649,3.784,0.445,2.942e7,0,75.128,0.467,0.467,0.366,0.013,0.089,0.04,0.152,-4.21E-04,0,0,0,0,3.112e-5,0.019,5.12,132.83,86.944,0.026,2.334,7.019,874.504,335.552,0.05,0.344
8.595,1235.333,148.325,-12.787,148.464,12.793,42.057,0.012,42.057,0.016,6.406,0.379,28.61,-80.6,9.788,0.237,1.165e-6,0.941,-0.002,2.469e4,2885.12,20.06,0.058,88.128,68.649,3.805,0.443,2.927e7,0,74.396,0.467,0.467,0.366,0.013,0.089,0.031,0.116,8.08e-5,0,0,0,0,9.858e-5,0.019,5.12,132.83,86.907,0.026,2.224,6.97,873.713,335.523,0.05,0.345
8.645,1242.733,147.687,-12.76,147.825,12.765,42.377,0.012,42.377,0.016,6.387,0.354,28.61,-80.6,9.788,0.208,6.838e-7,1.257,-0.003,2.469e4,2885.12,20.06,0.058,88.168,68.649,3.812,0.441,2.913e7,0,73.686,0.467,0.467,0.366,0.012,0.089,0.027,0.102,-8.41E-05,0,0,0,0,1.775e-4,0.019,5.12,132.83,86.851,0.027,2.274,6.922,872.926,335.494,0.05,0.346
8.695,1250.101,147.049,-12.734,147.187,12.737,42.696,0.012,42.696,0.016,6.371,0.296,28.61,-80.6,9.788,0.137,2.389e-6,1.509,-0.003,2.469e4,2885.12,20.06,0.058,88.274,68.649,3.833,0.439,2.899e7,0,72.974,0.467,0.467,0.366,0.012,0.089,0.018,0.067,8.934e-5,0,0,0,0,2.582e-4,0.019,5.12,132.83,86.782,0.027,2.25,6.874,872.142,335.465,0.05,0.347
8.745,1257.438,146.413,-12.709,146.551,12.711,43.014,0.012,43.014,0.016,6.358,0.226,28.61,-80.6,9.788,0.049,6.656e-7,1.642,-0.008,2.469e4,2885.12,20.06,0.058,88.408,68.649,3.859,0.437,2.885e7,0,72.269,0.467,0.467,0.366,0.012,0.088,0.006,0.024,-3.17E-04,0,0,0,0,3.084e-4,0.019,5.12,132.83,86.702,0.027,2.202,6.827,871.362,335.436,0.05,0.348
8.795,1264.743,145.778,-12.685,145.917,12.686,43.331,0.012,43.331,0.016,6.348,0.164,28.61,-80.6,9.788,0.033,2.172e-6,-1.653,-0.013,2.469e4,2885.12,20.06,0.058,88.429,68.649,3.863,0.435,2.87e7,0,71.574,0.466,0.466,0.366,0.012,0.088,0.004,0.016,-1.32E-04,0,0,0,0,-3.15E-04,0.019,5.12,132.83,86.619,0.026,2.177,6.779,870.585,335.407,0.05,0.349
8.845,1272.016,145.145,-12.66,145.283,12.661,43.649,0.012,43.649,0.016,6.342,0.1,28.61,-80.6,9.788,0.116,2.391e-6,-1.548,-0.004,2.469e4,2885.12,20.06,0.058,88.292,68.649,3.837,0.434,2.856e7,0,70.888,0.466,0.466,0.366,0.012,0.088,0.015,0.058,-2.24E-04,0,0,0,0,-2.79E-04,0.019,5.12,132.83,86.539,0.025,2.14,6.732,869.811,335.378,0.05,0.35
8.895,1279.257,144.512,-12.638,144.651,12.638,43.966,0.013,43.966,0.016,6.339,0.023,28.61,-80.6,9.788,0.218,1.33e-6,-1.318,-7.43E-04,2.469e4,2885.12,20.06,0.058,88.129,68.649,3.805,0.432,2.842e7,0,70.207,0.466,0.466,0.366,0.012,0.088,0.028,0.107,-4.55E-04,0,0,0,0,-2.04E-04,0.019,5.12,132.83,86.467,0.024,2.032,6.685,869.041,335.35,0.05,0.351
8.945,1286.467,143.881,-12.613,144.021,12.613,44.283,0.013,44.283,0.016,6.339,0.014,28.61,-80.6,9.788,0.268,7.56e-7,-0.979,-2.67E-04,2.469e4,2885.12,20.06,0.058,88.047,68.649,3.789,0.43,2.828e7,0,69.535,0.466,0.466,0.366,0.012,0.088,0.035,0.132,1.134e-4,0,0,0,0,-1.14E-04,0.018,5.12,132.83,86.409,0.024,2.014,6.638,868.274,335.322,0.05,0.352
8.995,1293.645,143.251,-12.587,143.391,12.587,44.599,0.013,44.599,0.017,6.34,0.028,28.61,-80.6,9.788,0.288,7.619e-7,-0.602,6.616e-4,2.469e4,2885.12,20.06,0.058,88.012,68.649,3.782,0.428,2.814e7,0,68.867,0.466,0.466,0.366,0.012,0.088,0.037,0.141,-4.34E-04,0,0,0,0,-4.33E-05,0.018,5.12,132.83,86.37,0.023,2.026,6.591,867.51,335.293,0.05,0.353
9.045,1300.792,142.622,-12.56,142.763,12.56,44.916,0.013,44.916,0.017,6.341,0.032,28.61,-80.6,9.788,0.294,1.006e-6,-0.211,4.641e-4,2.469e4,2885.12,20.06,0.058,87.997,68.649,3.779,0.426,2.8e7,0,68.202,0.466,0.466,0.366,0.012,0.088,0.038,0.144,1.121e-4,0,0,0,0,-5.35E-06,0.018,5.12,132.83,86.349,0.024,2.023,6.545,866.75,335.265,0.05,0.354
9.095,1307.908,141.995,-12.533,142.137,12.533,45.234,0.013,45.234,0.017,6.343,0.03,28.61,-80.6,9.788,0.293,1.083e-6,0.181,9.896e-4,2.469e4,2885.12,20.06,0.058,87.995,68.649,3.779,0.424,2.786e7,0,67.539,0.466,0.466,0.366,0.012,0.088,0.038,0.144,5.199e-7,0,0,0,0,3.977e-6,0.018,5.12,132.83,86.349,0.024,1.989,6.499,865.993,335.237,0.05,0.355
9.145,1314.992,141.369,-12.503,141.511,12.503,45.551,0.013,45.551,0.017,6.343,0.023,28.61,-80.6,9.788,0.223,1.267e-6,0.526,0.001,2.469e4,2885.12,20.06,0.058,88.098,68.649,3.799,0.422,2.772e7,0,66.882,0.466,0.466,0.366,0.012,0.087,0.029,0.11,-5.39E-05,0,0,0,0,3.389e-5,0.018,5.12,132.83,86.367,0.023,2.081,6.453,865.24,335.209,0.05,0.356
9.195,1322.045,140.745,-12.475,140.888,12.475,45.868,0.014,45.868,0.017,6.341,0.05,28.61,-80.6,9.788,0.185,7.828e-7,0.787,-0.001,2.469e4,2885.12,20.06,0.058,88.152,68.649,3.809,0.421,2.759e7,0,66.228,0.466,0.466,0.366,0.012,0.087,0.024,0.091,-1.20E-04,0,0,0,0,7.655e-5,0.018,5.12,132.83,86.4,0.023,2.058,6.407,864.489,335.181,0.05,0.357
9.245,1329.066,140.122,-12.445,140.265,12.446,46.185,0.014,46.185,0.017,6.338,0.099,28.61,-80.6,9.788,0.115,4.111e-7,0.985,-0.001,2.469e4,2885.12,20.06,0.058,88.257,68.649,3.83,0.419,2.745e7,0,65.582,0.465,0.465,0.366,0.012,0.087,0.015,0.056,8.963e-5,0,0,0,0,1.212e-4,0.018,5.12,132.83,86.445,0.023,2.086,6.361,863.742,335.154,0.05,0.358
9.295,1336.057,139.5,-12.416,139.644,12.417,46.502,0.014,46.502,0.017,6.331,0.146,28.61,-80.6,9.788,0.045,1.027e-6,1.085,-0.002,2.469e4,2885.12,20.06,0.058,88.364,68.649,3.851,0.417,2.731e7,0,64.941,0.465,0.465,0.366,0.012,0.087,0.006,0.022,7.07e-5,0,0,0,0,1.482e-4,0.018,5.12,132.83,86.497,0.023,2.099,6.316,862.999,335.126,0.05,0.358
9.345,1343.016,138.88,-12.388,139.024,12.39,46.818,0.014,46.818,0.017,6.323,0.179,28.61,-80.6,9.788,0.006,0,-1.107,-0.019,2.469e4,2885.12,20.06,0.058,88.421,68.649,3.862,0.415,2.718e7,0,64.305,0.465,0.465,0.366,0.012,0.087,8.154e-4,0.003,-3.53E-04,0,0,0,0,-1.56E-04,0.018,5.12,132.83,86.552,0.022,2.06,6.27,862.259,335.099,0.05,0.359
9.395,1349.945,138.261,-12.36,138.405,12.362,47.134,0.014,47.134,0.017,6.313,0.232,28.61,-80.6,9.788,0.087,1.658e-6,-1.051,-0.003,2.469e4,2885.12,20.06,0.058,88.288,68.649,3.836,0.413,2.704e7,0,63.68,0.465,0.465,0.367,0.012,0.087,0.011,0.043,1.858e-4,0,0,0,0,-1.42E-04,0.018,5.12,132.83,86.607,0.022,2.097,6.225,861.522,335.071,0.05,0.36
9.445,1356.843,137.644,-12.333,137.788,12.336,47.449,0.014,47.449,0.017,6.301,0.251,28.61,-80.6,9.788,0.121,1.361e-6,-0.918,-0.002,2.469e4,2885.12,20.06,0.058,88.231,68.649,3.825,0.412,2.69e7,0,63.054,0.465,0.465,0.367,0.012,0.087,0.015,0.059,-3.31E-05,0,0,0,0,-1.09E-04,0.018,5.12,132.83,86.656,0.022,2.033,6.181,860.788,335.044,0.05,0.361
9.495,1363.709,137.028,-12.306,137.172,12.31,47.764,0.015,47.764,0.018,6.287,0.294,28.61,-80.6,9.788,0.188,1.084e-6,-0.733,-0.002,2.469e4,2885.12,20.06,0.058,88.121,68.649,3.803,0.41,2.677e7,0,62.441,0.465,0.465,0.367,0.012,0.087,0.024,0.092,2.676e-5,0,0,0,0,-7.00E-05,0.018,5.12,132.83,86.698,0.023,2.071,6.136,860.057,335.017,0.05,0.362
